gene,one,two
gltS_2,0,0.00680272108843537
group_7895,0,0.00680272108843537
group_7896,0,0.00680272108843537
group_7897,0,0.00680272108843537
yqjZ,0,0.00680272108843537
group_7899,0,0.00680272108843537
group_7900,0,0.00680272108843537
group_7901,0,0.00680272108843537
group_7902,0,0.00680272108843537
tetC,0,0.00680272108843537
group_7904,0,0.00680272108843537
group_7905,0,0.00680272108843537
group_7906,0,0.00680272108843537
group_7907,0,0.00680272108843537
hokA_2,0,0.00680272108843537
group_7909,0,0.00680272108843537
group_7910,0,0.00680272108843537
group_7911,0,0.00680272108843537
group_7912,0,0.00680272108843537
group_7913,0,0.00680272108843537
group_7914,0,0.00680272108843537
group_7915,0,0.00680272108843537
group_7916,0,0.00680272108843537
group_7917,0,0.00680272108843537
group_7918,0,0.00680272108843537
group_7919,0,0.00680272108843537
group_7920,0,0.00680272108843537
group_7921,0,0.00680272108843537
group_7922,0,0.00680272108843537
group_7923,0,0.00680272108843537
group_7924,0,0.00680272108843537
group_7925,0,0.00680272108843537
group_7926,0,0.00680272108843537
group_7927,0,0.00680272108843537
group_7928,0,0.00680272108843537
group_7929,0,0.00680272108843537
group_7930,0,0.00680272108843537
group_7931,0,0.00680272108843537
group_7932,0,0.00680272108843537
group_7933,0,0.00680272108843537
group_7934,0,0.00680272108843537
group_7935,0,0.00680272108843537
group_7936,0,0.00680272108843537
group_7937,0,0.00680272108843537
group_7938,0,0.00680272108843537
group_7939,0,0.00680272108843537
group_7940,0,0.00680272108843537
group_7941,0,0.00680272108843537
group_7942,0,0.00680272108843537
group_7943,0,0.00680272108843537
group_7944,0,0.00680272108843537
group_7945,0,0.00680272108843537
group_7946,0,0.00680272108843537
group_7947,0,0.00680272108843537
group_7948,0,0.00680272108843537
group_7949,0,0.00680272108843537
group_7950,0,0.00680272108843537
group_7951,0,0.00680272108843537
group_7952,0,0.00680272108843537
group_7953,0,0.00680272108843537
group_7954,0,0.00680272108843537
group_7955,0,0.00680272108843537
group_7956,0,0.00680272108843537
group_7957,0,0.00680272108843537
group_7958,0,0.00680272108843537
group_7959,0,0.00680272108843537
group_7960,0,0.00680272108843537
group_7961,0,0.00680272108843537
group_7962,0,0.00680272108843537
group_7963,0,0.00680272108843537
group_7964,0,0.00680272108843537
group_7965,0,0.00680272108843537
group_7966,0,0.00680272108843537
group_7967,0,0.00680272108843537
parM_2,0,0.00680272108843537
group_7969,0,0.00680272108843537
group_7970,0,0.00680272108843537
group_7971,0,0.00680272108843537
group_7972,0,0.00680272108843537
group_7973,0,0.00680272108843537
group_7974,0,0.00680272108843537
group_7975,0,0.00680272108843537
group_7976,0,0.00680272108843537
group_7977,0,0.00680272108843537
group_7978,0,0.00680272108843537
group_7979,0,0.00680272108843537
group_7980,0,0.00680272108843537
group_7981,0,0.00680272108843537
umuC_3,0,0.00680272108843537
group_7983,0,0.00680272108843537
group_7984,0,0.00680272108843537
group_7985,0,0.00680272108843537
group_7986,0,0.00680272108843537
group_7987,0,0.00680272108843537
group_7988,0,0.00680272108843537
group_7989,0,0.00680272108843537
group_7990,0,0.00680272108843537
group_7991,0,0.00680272108843537
group_7992,0,0.00680272108843537
group_7993,0,0.00680272108843537
group_7994,0,0.00680272108843537
group_7995,0,0.00680272108843537
group_7996,0,0.00680272108843537
group_7997,0,0.00680272108843537
group_7998,0,0.00680272108843537
group_7999,0,0.00680272108843537
group_8002,0,0.00680272108843537
group_8006,0,0.00680272108843537
group_8007,0,0.00680272108843537
group_8008,0,0.00680272108843537
group_8009,0,0.00680272108843537
group_8010,0,0.00680272108843537
group_8011,0,0.00680272108843537
group_8012,0,0.00680272108843537
group_8013,0,0.00680272108843537
group_8014,0,0.00680272108843537
group_8015,0,0.00680272108843537
group_8016,0,0.00680272108843537
group_8017,0,0.00680272108843537
group_8018,0,0.00680272108843537
group_8019,0,0.00680272108843537
group_8020,0,0.00680272108843537
group_8021,0,0.00680272108843537
group_8022,0,0.00680272108843537
group_8023,0,0.00680272108843537
group_8024,0,0.00680272108843537
group_8025,0,0.00680272108843537
group_8026,0,0.00680272108843537
group_8027,0,0.00680272108843537
group_8028,0,0.00680272108843537
group_8029,0,0.00680272108843537
group_8030,0,0.00680272108843537
group_8031,0,0.00680272108843537
group_8032,0,0.00680272108843537
group_8033,0,0.00680272108843537
group_8034,0,0.00680272108843537
group_8035,0,0.00680272108843537
group_8036,0,0.00680272108843537
group_8037,0,0.00680272108843537
group_8038,0,0.00680272108843537
group_8039,0,0.00680272108843537
group_8040,0,0.00680272108843537
group_8041,0,0.00680272108843537
group_8042,0,0.00680272108843537
group_8043,0,0.00680272108843537
group_8056,0,0.00680272108843537
traG,0,0.00680272108843537
group_8058,0,0.00680272108843537
group_8059,0,0.00680272108843537
group_8060,0,0.00680272108843537
group_8061,0,0.00680272108843537
group_8062,0,0.00680272108843537
group_8063,0,0.00680272108843537
group_8064,0,0.00680272108843537
group_8065,0,0.00680272108843537
group_8066,0,0.00680272108843537
virB3,0,0.00680272108843537
group_8068,0,0.00680272108843537
group_8069,0,0.00680272108843537
group_8070,0,0.00680272108843537
group_8071,0,0.00680272108843537
group_8072,0,0.00680272108843537
group_8073,0,0.00680272108843537
group_8074,0,0.00680272108843537
group_8075,0,0.00680272108843537
higA-1,0,0.00680272108843537
group_8077,0,0.00680272108843537
group_8078,0,0.00680272108843537
group_8079,0,0.00680272108843537
group_8080,0,0.00680272108843537
group_8081,0,0.00680272108843537
group_8082,0,0.00680272108843537
group_8083,0,0.00680272108843537
group_8084,0,0.00680272108843537
group_8085,0,0.00680272108843537
group_8086,0,0.00680272108843537
group_8087,0,0.00680272108843537
group_8088,0,0.00680272108843537
group_8089,0,0.00680272108843537
group_8090,0,0.00680272108843537
group_8091,0,0.00680272108843537
group_8092,0,0.00680272108843537
group_8093,0,0.00680272108843537
group_8094,0,0.00680272108843537
group_8095,0,0.00680272108843537
group_8096,0,0.00680272108843537
group_8098,0,0.00680272108843537
group_8099,0,0.00680272108843537
group_8101,0,0.00680272108843537
group_8102,0,0.00680272108843537
group_8103,0,0.00680272108843537
group_8104,0,0.00680272108843537
group_8105,0,0.00680272108843537
group_8106,0,0.00680272108843537
group_8107,0,0.00680272108843537
group_8108,0,0.00680272108843537
group_8109,0,0.00680272108843537
group_8110,0,0.00680272108843537
group_8111,0,0.00680272108843537
group_8112,0,0.00680272108843537
group_8113,0,0.00680272108843537
group_8114,0,0.00680272108843537
group_8115,0,0.00680272108843537
group_8116,0,0.00680272108843537
group_8117,0,0.00680272108843537
group_8118,0,0.00680272108843537
group_8119,0,0.00680272108843537
group_8120,0,0.00680272108843537
group_8121,0,0.00680272108843537
group_8122,0,0.00680272108843537
group_8123,0,0.00680272108843537
group_8124,0,0.00680272108843537
group_8125,0,0.00680272108843537
group_8127,0,0.00680272108843537
group_8128,0,0.00680272108843537
group_8129,0,0.00680272108843537
group_8130,0,0.00680272108843537
group_8131,0,0.00680272108843537
group_8132,0,0.00680272108843537
group_8133,0.00806451612903226,0
group_8134,0.00806451612903226,0
group_8146,0.00806451612903226,0
group_8147,0.00806451612903226,0
group_8148,0.00806451612903226,0
group_8149,0.00806451612903226,0
group_8150,0.00806451612903226,0
group_8151,0.00806451612903226,0
group_8152,0.00806451612903226,0
group_8153,0.00806451612903226,0
group_8154,0.00806451612903226,0
group_8155,0.00806451612903226,0
group_8156,0.00806451612903226,0
group_8157,0.00806451612903226,0
group_8158,0.00806451612903226,0
group_8159,0.00806451612903226,0
group_8160,0.00806451612903226,0
uvrD_1,0.00806451612903226,0
group_8162,0.00806451612903226,0
group_8163,0.00806451612903226,0
group_8164,0.00806451612903226,0
group_8165,0.00806451612903226,0
group_8166,0.00806451612903226,0
group_8167,0.00806451612903226,0
group_8168,0.00806451612903226,0
group_8169,0.00806451612903226,0
group_8170,0.00806451612903226,0
group_8171,0.00806451612903226,0
group_8172,0.00806451612903226,0
group_8173,0.00806451612903226,0
group_8174,0.00806451612903226,0
group_8175,0.00806451612903226,0
group_8176,0.00806451612903226,0
group_8179,0.00806451612903226,0
group_8180,0.00806451612903226,0
group_8181,0,0.00680272108843537
group_8182,0,0.00680272108843537
group_8183,0,0.00680272108843537
group_8184,0,0.00680272108843537
group_8185,0,0.00680272108843537
group_8186,0,0.00680272108843537
group_8187,0,0.00680272108843537
group_8188,0,0.00680272108843537
group_8189,0,0.00680272108843537
group_8190,0,0.00680272108843537
group_8191,0,0.00680272108843537
group_8192,0,0.00680272108843537
group_8193,0,0.00680272108843537
group_8194,0,0.00680272108843537
group_8195,0,0.00680272108843537
group_8196,0,0.00680272108843537
group_8197,0,0.00680272108843537
group_8198,0,0.00680272108843537
group_8200,0,0.00680272108843537
group_8201,0,0.00680272108843537
group_8202,0,0.00680272108843537
group_8203,0,0.00680272108843537
group_8204,0,0.00680272108843537
group_8209,0,0.00680272108843537
group_8210,0,0.00680272108843537
dmsA_7,0,0.00680272108843537
group_8212,0,0.00680272108843537
group_8213,0,0.00680272108843537
group_8215,0,0.00680272108843537
group_8216,0,0.00680272108843537
group_8218,0,0.00680272108843537
group_8219,0,0.00680272108843537
group_8220,0,0.00680272108843537
group_8221,0,0.00680272108843537
group_8224,0,0.00680272108843537
group_8225,0,0.00680272108843537
group_8226,0,0.00680272108843537
group_8227,0,0.00680272108843537
group_8228,0,0.00680272108843537
group_8229,0,0.00680272108843537
group_8230,0,0.00680272108843537
group_8231,0,0.00680272108843537
group_8232,0,0.00680272108843537
group_8233,0,0.00680272108843537
group_8234,0,0.00680272108843537
group_8235,0,0.00680272108843537
group_8236,0,0.00680272108843537
group_8237,0,0.00680272108843537
group_8238,0,0.00680272108843537
group_8239,0,0.00680272108843537
group_8240,0,0.00680272108843537
group_8241,0,0.00680272108843537
group_8242,0,0.00680272108843537
group_8243,0,0.00680272108843537
group_8244,0,0.00680272108843537
group_8245,0.00806451612903226,0
group_8246,0.00806451612903226,0
group_8247,0.00806451612903226,0
group_8248,0.00806451612903226,0
group_8249,0.00806451612903226,0
group_8250,0.00806451612903226,0
group_8251,0.00806451612903226,0
group_8252,0.00806451612903226,0
group_8253,0.00806451612903226,0
group_8254,0.00806451612903226,0
group_8255,0.00806451612903226,0
group_8256,0.00806451612903226,0
group_8257,0.00806451612903226,0
group_8258,0.00806451612903226,0
group_8259,0.00806451612903226,0
group_8260,0.00806451612903226,0
group_8261,0.00806451612903226,0
group_8262,0.00806451612903226,0
group_8263,0.00806451612903226,0
group_8264,0.00806451612903226,0
group_8265,0.00806451612903226,0
group_8266,0.00806451612903226,0
group_8267,0.00806451612903226,0
group_8268,0.00806451612903226,0
group_8269,0.00806451612903226,0
group_8270,0.00806451612903226,0
group_8271,0.00806451612903226,0
group_8272,0.00806451612903226,0
group_8273,0.00806451612903226,0
group_8274,0.00806451612903226,0
group_8275,0.00806451612903226,0
group_8276,0.00806451612903226,0
group_8277,0.00806451612903226,0
group_8278,0.00806451612903226,0
group_8279,0.00806451612903226,0
group_8280,0.00806451612903226,0
group_8281,0.00806451612903226,0
group_8282,0.00806451612903226,0
group_8283,0.00806451612903226,0
group_8284,0.00806451612903226,0
group_8285,0.00806451612903226,0
group_8286,0.00806451612903226,0
group_8287,0.00806451612903226,0
group_8288,0.00806451612903226,0
group_8289,0.00806451612903226,0
group_8290,0.00806451612903226,0
group_8291,0.00806451612903226,0
group_8292,0.00806451612903226,0
group_8293,0.00806451612903226,0
group_8294,0.00806451612903226,0
group_8295,0.00806451612903226,0
group_8296,0,0.00680272108843537
group_8297,0,0.00680272108843537
group_8298,0,0.00680272108843537
group_8299,0,0.00680272108843537
group_8300,0,0.00680272108843537
group_8301,0,0.00680272108843537
group_8302,0,0.00680272108843537
group_8303,0,0.00680272108843537
group_8304,0,0.00680272108843537
group_8305,0,0.00680272108843537
group_8306,0,0.00680272108843537
group_8307,0,0.00680272108843537
group_8308,0,0.00680272108843537
group_8309,0,0.00680272108843537
group_8310,0,0.00680272108843537
group_8311,0,0.00680272108843537
group_8312,0,0.00680272108843537
group_8313,0,0.00680272108843537
group_8314,0,0.00680272108843537
group_8315,0,0.00680272108843537
group_8316,0,0.00680272108843537
group_8317,0,0.00680272108843537
group_8318,0,0.00680272108843537
group_8319,0,0.00680272108843537
group_8320,0,0.00680272108843537
group_8321,0,0.00680272108843537
group_8322,0,0.00680272108843537
group_8323,0,0.00680272108843537
group_8324,0,0.00680272108843537
group_8325,0,0.00680272108843537
group_8326,0,0.00680272108843537
group_8327,0,0.00680272108843537
group_8328,0,0.00680272108843537
group_8329,0,0.00680272108843537
group_8330,0,0.00680272108843537
group_8331,0,0.00680272108843537
group_8332,0,0.00680272108843537
group_8333,0,0.00680272108843537
group_8334,0,0.00680272108843537
group_8335,0,0.00680272108843537
group_8336,0,0.00680272108843537
group_8337,0,0.00680272108843537
group_8338,0,0.00680272108843537
group_8339,0,0.00680272108843537
group_8340,0,0.00680272108843537
group_8341,0,0.00680272108843537
group_8342,0,0.00680272108843537
group_8343,0,0.00680272108843537
group_8344,0,0.00680272108843537
group_8345,0,0.00680272108843537
group_8346,0,0.00680272108843537
group_8347,0,0.00680272108843537
group_8348,0,0.00680272108843537
group_8349,0,0.00680272108843537
group_8350,0,0.00680272108843537
group_8351,0,0.00680272108843537
group_8352,0,0.00680272108843537
group_8353,0,0.00680272108843537
group_8354,0,0.00680272108843537
group_8355,0,0.00680272108843537
traC,0,0.00680272108843537
group_8357,0,0.00680272108843537
group_8358,0,0.00680272108843537
group_8359,0,0.00680272108843537
group_8360,0,0.00680272108843537
group_8361,0,0.00680272108843537
group_8362,0,0.00680272108843537
group_8363,0,0.00680272108843537
group_8364,0,0.00680272108843537
group_8365,0,0.00680272108843537
group_8366,0,0.00680272108843537
group_8367,0,0.00680272108843537
group_8368,0,0.00680272108843537
group_8369,0,0.00680272108843537
group_8370,0,0.00680272108843537
group_8371,0,0.00680272108843537
group_8372,0,0.00680272108843537
group_8373,0,0.00680272108843537
group_8374,0,0.00680272108843537
group_8375,0,0.00680272108843537
group_8377,0,0.00680272108843537
group_8378,0,0.00680272108843537
group_8379,0,0.00680272108843537
group_8380,0,0.00680272108843537
group_8382,0,0.00680272108843537
group_8383,0,0.00680272108843537
group_8384,0,0.00680272108843537
group_8385,0,0.00680272108843537
group_8386,0,0.00680272108843537
group_8387,0,0.00680272108843537
group_8390,0,0.00680272108843537
group_8391,0,0.00680272108843537
group_8392,0,0.00680272108843537
group_8396,0,0.00680272108843537
group_8397,0,0.00680272108843537
group_8398,0,0.00680272108843537
group_8399,0,0.00680272108843537
group_8400,0,0.00680272108843537
group_8402,0,0.00680272108843537
yfdG_1,0,0.00680272108843537
group_8406,0,0.00680272108843537
group_8407,0,0.00680272108843537
intS_4,0,0.00680272108843537
group_8409,0,0.00680272108843537
group_8410,0,0.00680272108843537
group_8411,0,0.00680272108843537
group_8412,0,0.00680272108843537
group_8413,0,0.00680272108843537
group_8414,0,0.00680272108843537
group_8416,0,0.00680272108843537
group_8417,0,0.00680272108843537
group_8418,0,0.00680272108843537
group_8419,0,0.00680272108843537
group_8420,0,0.00680272108843537
flhC_2,0,0.00680272108843537
group_8439,0,0.00680272108843537
group_8440,0,0.00680272108843537
group_8441,0,0.00680272108843537
group_8442,0,0.00680272108843537
rfaJ_3,0,0.00680272108843537
hokC_2,0,0.00680272108843537
group_8445,0,0.00680272108843537
group_8447,0,0.00680272108843537
group_8448,0,0.00680272108843537
group_8449,0,0.00680272108843537
group_8450,0,0.00680272108843537
group_8451,0,0.00680272108843537
group_8452,0,0.00680272108843537
group_8453,0,0.00680272108843537
group_8454,0,0.00680272108843537
group_8455,0,0.00680272108843537
group_8456,0,0.00680272108843537
group_8466,0,0.00680272108843537
group_8469,0,0.00680272108843537
group_8471,0,0.00680272108843537
group_8476,0,0.00680272108843537
group_8480,0,0.00680272108843537
group_8483,0,0.00680272108843537
group_8484,0,0.00680272108843537
group_8485,0,0.00680272108843537
group_8489,0,0.00680272108843537
group_8490,0,0.00680272108843537
group_8491,0,0.00680272108843537
group_8492,0,0.00680272108843537
group_8493,0,0.00680272108843537
group_8494,0,0.00680272108843537
group_8495,0,0.00680272108843537
group_8496,0,0.00680272108843537
group_8498,0,0.00680272108843537
group_8499,0,0.00680272108843537
group_8500,0,0.00680272108843537
group_8507,0,0.00680272108843537
group_8508,0,0.00680272108843537
group_8509,0,0.00680272108843537
group_8510,0,0.00680272108843537
dnaI,0,0.00680272108843537
group_8512,0,0.00680272108843537
group_8513,0,0.00680272108843537
group_8514,0,0.00680272108843537
group_8515,0,0.00680272108843537
group_8516,0,0.00680272108843537
group_8517,0,0.00680272108843537
group_8518,0,0.00680272108843537
group_8519,0,0.00680272108843537
group_8520,0,0.00680272108843537
group_8521,0,0.00680272108843537
group_8522,0,0.00680272108843537
group_8523,0,0.00680272108843537
group_8524,0,0.00680272108843537
group_8525,0,0.00680272108843537
group_8526,0,0.00680272108843537
group_8527,0,0.00680272108843537
group_8529,0,0.00680272108843537
mutL_2,0,0.00680272108843537
yusV_4,0,0.00680272108843537
group_8532,0,0.00680272108843537
group_8533,0,0.00680272108843537
group_8534,0,0.00680272108843537
yvdT,0,0.00680272108843537
group_8536,0,0.00680272108843537
group_8537,0,0.00680272108843537
group_8538,0,0.00680272108843537
group_8539,0,0.00680272108843537
fucP_3,0,0.00680272108843537
group_8541,0,0.00680272108843537
group_8542,0,0.00680272108843537
glcR_6,0,0.00680272108843537
deoC_2,0,0.00680272108843537
xylB_2,0,0.00680272108843537
glcR_7,0,0.00680272108843537
btrR_2,0,0.00680272108843537
group_8548,0,0.00680272108843537
panF_2,0,0.00680272108843537
yvoA_4,0,0.00680272108843537
crnA,0,0.00680272108843537
iadA_2,0,0.00680272108843537
group_8553,0,0.00680272108843537
group_8554,0,0.00680272108843537
group_8555,0,0.00680272108843537
group_8557,0,0.00680272108843537
group_8558,0,0.00680272108843537
group_8559,0,0.00680272108843537
group_8560,0,0.00680272108843537
group_8561,0,0.00680272108843537
group_8562,0,0.00680272108843537
group_8563,0,0.00680272108843537
group_8564,0,0.00680272108843537
group_8565,0,0.00680272108843537
group_8566,0,0.00680272108843537
group_8567,0,0.00680272108843537
group_8568,0,0.00680272108843537
group_8569,0,0.00680272108843537
group_8570,0,0.00680272108843537
group_8571,0,0.00680272108843537
ykfF_3,0,0.00680272108843537
group_8573,0,0.00680272108843537
group_8574,0,0.00680272108843537
group_8575,0,0.00680272108843537
group_8576,0,0.00680272108843537
group_8577,0,0.00680272108843537
intS_5,0,0.00680272108843537
group_8579,0,0.00680272108843537
secA_3,0,0.00680272108843537
group_8581,0,0.00680272108843537
pepE_2,0,0.00680272108843537
sufS_2,0,0.00680272108843537
group_8584,0,0.00680272108843537
kdgR_3,0,0.00680272108843537
group_8586,0,0.00680272108843537
group_8587,0,0.00680272108843537
group_8589,0,0.00680272108843537
group_8593,0,0.00680272108843537
group_8594,0,0.00680272108843537
group_8595,0,0.00680272108843537
group_8596,0,0.00680272108843537
group_8597,0,0.00680272108843537
group_8599,0,0.00680272108843537
group_8600,0,0.00680272108843537
group_8604,0,0.00680272108843537
group_8605,0,0.00680272108843537
group_8606,0,0.00680272108843537
group_8607,0,0.00680272108843537
group_8611,0,0.00680272108843537
modE_2,0,0.00680272108843537
group_8613,0,0.00680272108843537
group_8614,0,0.00680272108843537
group_8615,0,0.00680272108843537
group_8616,0,0.00680272108843537
group_8617,0,0.00680272108843537
group_8618,0,0.00680272108843537
group_8619,0,0.00680272108843537
group_8620,0,0.00680272108843537
group_8621,0,0.00680272108843537
tcpA_1,0,0.00680272108843537
group_8623,0,0.00680272108843537
group_8624,0,0.00680272108843537
group_8625,0,0.00680272108843537
group_8626,0,0.00680272108843537
group_8627,0,0.00680272108843537
group_8628,0,0.00680272108843537
group_8629,0,0.00680272108843537
group_8630,0,0.00680272108843537
group_8631,0,0.00680272108843537
group_8632,0,0.00680272108843537
group_8633,0,0.00680272108843537
group_8634,0,0.00680272108843537
group_8635,0,0.00680272108843537
group_8636,0,0.00680272108843537
group_8637,0,0.00680272108843537
group_8638,0,0.00680272108843537
group_8640,0,0.00680272108843537
group_8643,0,0.00680272108843537
group_8647,0,0.00680272108843537
group_8648,0,0.00680272108843537
group_8649,0,0.00680272108843537
group_8650,0,0.00680272108843537
group_8651,0,0.00680272108843537
group_8652,0,0.00680272108843537
group_8653,0,0.00680272108843537
group_8654,0,0.00680272108843537
group_8655,0,0.00680272108843537
group_8658,0,0.00680272108843537
group_8659,0,0.00680272108843537
group_8660,0,0.00680272108843537
ldcA_2,0,0.00680272108843537
rimL_2,0,0.00680272108843537
ubiE_2,0,0.00680272108843537
group_8664,0,0.00680272108843537
thiF_3,0,0.00680272108843537
group_8666,0,0.00680272108843537
group_8667,0,0.00680272108843537
group_8668,0,0.00680272108843537
group_8669,0,0.00680272108843537
vapB_1,0,0.00680272108843537
group_8671,0,0.00680272108843537
group_8672,0,0.00680272108843537
group_8673,0,0.00680272108843537
group_8674,0,0.00680272108843537
group_8675,0,0.00680272108843537
group_8676,0,0.00680272108843537
group_8677,0,0.00680272108843537
group_8678,0,0.00680272108843537
group_8679,0,0.00680272108843537
group_8680,0,0.00680272108843537
group_8681,0,0.00680272108843537
group_8683,0,0.00680272108843537
group_8684,0,0.00680272108843537
group_8685,0,0.00680272108843537
group_8687,0,0.00680272108843537
group_8688,0,0.00680272108843537
group_8689,0,0.00680272108843537
group_8690,0,0.00680272108843537
group_8691,0,0.00680272108843537
group_8692,0,0.00680272108843537
group_8693,0,0.00680272108843537
group_8694,0,0.00680272108843537
group_8695,0,0.00680272108843537
group_8696,0,0.00680272108843537
group_8697,0,0.00680272108843537
group_8698,0,0.00680272108843537
group_8699,0,0.00680272108843537
group_8700,0,0.00680272108843537
group_8701,0,0.00680272108843537
tcpA_2,0,0.00680272108843537
group_8703,0,0.00680272108843537
group_8704,0,0.00680272108843537
group_8705,0,0.00680272108843537
group_8706,0,0.00680272108843537
group_8707,0,0.00680272108843537
group_8708,0,0.00680272108843537
group_8709,0,0.00680272108843537
group_8710,0,0.00680272108843537
group_8711,0,0.00680272108843537
group_8712,0,0.00680272108843537
group_8714,0,0.00680272108843537
group_8716,0,0.00680272108843537
group_8718,0,0.00680272108843537
group_8719,0,0.00680272108843537
group_8720,0,0.00680272108843537
group_8721,0,0.00680272108843537
group_8722,0,0.00680272108843537
group_8723,0,0.00680272108843537
group_8724,0,0.00680272108843537
group_8725,0,0.00680272108843537
group_8726,0,0.00680272108843537
group_8727,0,0.00680272108843537
group_8728,0,0.00680272108843537
group_8729,0,0.00680272108843537
group_8730,0,0.00680272108843537
group_8731,0,0.00680272108843537
yddM,0,0.00680272108843537
mntH_2,0,0.00680272108843537
group_8734,0,0.00680272108843537
group_8735,0,0.00680272108843537
group_8736,0,0.00680272108843537
group_8738,0,0.00680272108843537
group_8739,0,0.00680272108843537
group_8740,0,0.00680272108843537
group_8741,0,0.00680272108843537
group_8742,0,0.00680272108843537
group_8743,0,0.00680272108843537
group_8744,0,0.00680272108843537
group_8745,0,0.00680272108843537
group_8746,0,0.00680272108843537
group_8747,0,0.00680272108843537
group_8748,0,0.00680272108843537
group_8749,0,0.00680272108843537
group_8750,0,0.00680272108843537
group_8751,0,0.00680272108843537
group_8753,0,0.00680272108843537
group_8754,0,0.00680272108843537
group_8755,0,0.00680272108843537
group_8756,0,0.00680272108843537
group_8757,0,0.00680272108843537
group_8758,0,0.00680272108843537
group_8759,0,0.00680272108843537
group_8760,0,0.00680272108843537
group_8761,0,0.00680272108843537
group_8762,0,0.00680272108843537
group_8763,0,0.00680272108843537
group_8764,0,0.00680272108843537
group_8765,0,0.00680272108843537
group_8766,0,0.00680272108843537
group_8767,0,0.00680272108843537
group_8773,0,0.00680272108843537
group_8775,0,0.00680272108843537
group_8776,0,0.00680272108843537
group_8777,0,0.00680272108843537
group_8778,0,0.00680272108843537
group_8779,0,0.00680272108843537
group_8780,0,0.00680272108843537
group_8781,0,0.00680272108843537
group_8782,0,0.00680272108843537
trfB,0,0.00680272108843537
group_8784,0,0.00680272108843537
group_8785,0,0.00680272108843537
group_8786,0,0.00680272108843537
group_8787,0,0.00680272108843537
ssbF,0,0.00680272108843537
group_8789,0,0.00680272108843537
group_8790,0,0.00680272108843537
group_8791,0,0.00680272108843537
virB4,0,0.00680272108843537
group_8793,0,0.00680272108843537
group_8794,0,0.00680272108843537
group_8795,0,0.00680272108843537
group_8796,0,0.00680272108843537
group_8797,0,0.00680272108843537
group_8798,0,0.00680272108843537
group_8799,0,0.00680272108843537
group_8800,0,0.00680272108843537
group_8801,0,0.00680272108843537
group_8802,0,0.00680272108843537
group_8803,0,0.00680272108843537
group_8804,0,0.00680272108843537
group_8805,0,0.00680272108843537
group_8806,0,0.00680272108843537
group_8807,0,0.00680272108843537
group_8808,0,0.00680272108843537
group_8809,0,0.00680272108843537
group_8810,0,0.00680272108843537
group_8811,0,0.00680272108843537
group_8812,0,0.00680272108843537
group_8813,0,0.00680272108843537
group_8814,0,0.00680272108843537
group_8815,0,0.00680272108843537
group_8816,0,0.00680272108843537
group_8817,0,0.00680272108843537
group_8818,0,0.00680272108843537
ptlE,0,0.00680272108843537
ptlF,0,0.00680272108843537
group_8821,0,0.00680272108843537
group_8822,0,0.00680272108843537
traG_2,0,0.00680272108843537
group_8824,0,0.00680272108843537
group_8825,0,0.00680272108843537
group_8826,0,0.00680272108843537
group_8827,0,0.00680272108843537
group_8828,0,0.00680272108843537
group_8829,0,0.00680272108843537
group_8830,0,0.00680272108843537
hns_2,0,0.00680272108843537
group_8832,0,0.00680272108843537
group_8833,0,0.00680272108843537
group_8834,0,0.00680272108843537
group_8835,0,0.00680272108843537
group_8836,0,0.00680272108843537
group_8837,0,0.00680272108843537
group_8838,0,0.00680272108843537
group_8839,0,0.00680272108843537
group_8840,0,0.00680272108843537
group_8841,0,0.00680272108843537
group_8842,0,0.00680272108843537
group_8843,0,0.00680272108843537
group_8844,0.00806451612903226,0
group_8845,0.00806451612903226,0
group_8846,0.00806451612903226,0
group_8848,0.00806451612903226,0
group_8849,0.00806451612903226,0
group_8850,0.00806451612903226,0
group_8851,0.00806451612903226,0
group_8852,0.00806451612903226,0
group_8853,0.00806451612903226,0
group_8854,0.00806451612903226,0
group_8855,0.00806451612903226,0
group_8856,0.00806451612903226,0
group_8857,0.00806451612903226,0
group_8858,0.00806451612903226,0
group_8859,0.00806451612903226,0
group_8860,0.00806451612903226,0
group_8861,0.00806451612903226,0
group_8862,0.00806451612903226,0
group_8863,0.00806451612903226,0
group_8864,0.00806451612903226,0
group_8865,0.00806451612903226,0
group_8866,0.00806451612903226,0
group_8867,0.00806451612903226,0
group_8868,0.00806451612903226,0
group_8869,0.00806451612903226,0
group_8870,0.00806451612903226,0
group_8871,0,0.00680272108843537
group_8872,0,0.00680272108843537
group_8873,0,0.00680272108843537
group_8874,0,0.00680272108843537
group_8875,0,0.00680272108843537
group_8876,0,0.00680272108843537
group_8877,0,0.00680272108843537
group_8878,0,0.00680272108843537
group_8879,0,0.00680272108843537
group_8880,0,0.00680272108843537
group_8881,0,0.00680272108843537
group_8882,0,0.00680272108843537
group_8883,0,0.00680272108843537
group_8884,0,0.00680272108843537
group_8885,0,0.00680272108843537
group_8886,0,0.00680272108843537
group_8887,0,0.00680272108843537
nepI_1,0,0.00680272108843537
group_8889,0,0.00680272108843537
group_8890,0,0.00680272108843537
group_8891,0,0.00680272108843537
group_8892,0,0.00680272108843537
group_8893,0,0.00680272108843537
group_8894,0,0.00680272108843537
group_8895,0,0.00680272108843537
group_8896,0,0.00680272108843537
group_8897,0,0.00680272108843537
group_8898,0,0.00680272108843537
group_8899,0,0.00680272108843537
group_8900,0,0.00680272108843537
group_8901,0,0.00680272108843537
group_8902,0,0.00680272108843537
