gene,one,two
group_1164,0.0483870967741935,0.108843537414966
group_1668,0.0403225806451613,0.115646258503401
group_1677,0.032258064516129,0.122448979591837
group_194,0.032258064516129,0.122448979591837
group_228,0.169354838709677,0.00680272108843537
group_2888,0.0403225806451613,0.115646258503401
group_3034,0.0161290322580645,0.136054421768707
group_4106,0,0.149659863945578
kilR,0,0.149659863945578
group_4392,0.169354838709677,0.00680272108843537
group_518,0.0483870967741935,0.108843537414966
group_5518,0.032258064516129,0.122448979591837
group_5552,0.17741935483871,0
group_5793,0.17741935483871,0
ssb_2,0.0403225806451613,0.115646258503401
group_932,0.161290322580645,0.0136054421768707
group_1031,0,0.142857142857143
group_1720,0,0.142857142857143
group_1999,0.137096774193548,0.0272108843537415
group_2099,0.0161290322580645,0.129251700680272
group_2168,0.0161290322580645,0.129251700680272
group_2169,0,0.142857142857143
group_382,0.032258064516129,0.115646258503401
hokC,0,0.142857142857143
group_4404,0.161290322580645,0.00680272108843537
group_5511,0.0241935483870968,0.122448979591837
group_1541,0,0.136054421768707
group_206,0,0.136054421768707
group_2131,0.0161290322580645,0.122448979591837
group_2159,0.0564516129032258,0.0884353741496599
group_3154,0,0.136054421768707
group_3155,0,0.136054421768707
group_3156,0,0.136054421768707
group_3196,0.032258064516129,0.108843537414966
group_3307,0,0.136054421768707
folP_2,0.104838709677419,0.0476190476190476
group_417,0.00806451612903226,0.129251700680272
group_418,0.00806451612903226,0.129251700680272
group_4401,0.161290322580645,0
group_455,0.0564516129032258,0.0884353741496599
group_4971,0.0161290322580645,0.122448979591837
group_4972,0.0161290322580645,0.122448979591837
group_5560,0.0161290322580645,0.122448979591837
group_5561,0.0161290322580645,0.122448979591837
group_5562,0.0161290322580645,0.122448979591837
group_6177,0.0161290322580645,0.122448979591837
group_871,0.0483870967741935,0.0952380952380952
group_957,0.161290322580645,0
group_960,0.137096774193548,0.0204081632653061
group_976,0.145161290322581,0.0136054421768707
group_1001,0.129032258064516,0.0204081632653061
group_111,0.120967741935484,0.0272108843537415
xerD_4,0.0806451612903226,0.0612244897959184
group_1960,0.137096774193548,0.0136054421768707
group_1961,0.137096774193548,0.0136054421768707
group_1968,0.0725806451612903,0.0680272108843537
group_2163,0.0564516129032258,0.0816326530612245
group_2164,0.0564516129032258,0.0816326530612245
group_222,0.032258064516129,0.102040816326531
group_3895,0.153225806451613,0
group_3896,0.153225806451613,0
group_3897,0.153225806451613,0
group_4400,0.153225806451613,0
group_4402,0.153225806451613,0
group_5334,0,0.129251700680272
group_5619,0.153225806451613,0
group_5620,0.153225806451613,0
group_1502,0,0.122448979591837
group_1699,0,0.122448979591837
emrE_2,0.0806451612903226,0.054421768707483
group_2013,0.104838709677419,0.0340136054421769
group_2110,0.145161290322581,0
group_2362,0,0.122448979591837
group_3096,0,0.122448979591837
group_3097,0,0.122448979591837
group_3098,0,0.122448979591837
group_3305,0,0.122448979591837
group_3364,0,0.122448979591837
group_4412,0.137096774193548,0.00680272108843537
group_4413,0.137096774193548,0.00680272108843537
group_4414,0.137096774193548,0.00680272108843537
group_4720,0.0887096774193548,0.0476190476190476
group_4721,0.0887096774193548,0.0476190476190476
group_5492,0.145161290322581,0
group_5494,0.145161290322581,0
group_6155,0,0.122448979591837
gstB_1,0,0.122448979591837
group_6157,0,0.122448979591837
group_6158,0,0.122448979591837
group_6159,0,0.122448979591837
group_6160,0,0.122448979591837
group_6161,0,0.122448979591837
group_6162,0,0.122448979591837
group_6167,0,0.122448979591837
group_6168,0,0.122448979591837
group_6169,0,0.122448979591837
group_6170,0,0.122448979591837
group_6173,0,0.122448979591837
group_6174,0,0.122448979591837
group_6175,0,0.122448979591837
group_6176,0,0.122448979591837
ltrA_1,0,0.122448979591837
group_98,0.0161290322580645,0.108843537414966
group_987,0.104838709677419,0.0340136054421769
group_1082,0,0.115646258503401
group_1156,0,0.115646258503401
group_1157,0,0.115646258503401
group_1158,0,0.115646258503401
group_1294,0,0.115646258503401
tnsE,0,0.115646258503401
group_1714,0,0.115646258503401
group_1717,0,0.115646258503401
dam_1,0.129032258064516,0.00680272108843537
group_2085,0,0.115646258503401
group_2130,0.0806451612903226,0.0476190476190476
group_2501,0,0.115646258503401
pinR,0,0.115646258503401
group_2507,0,0.115646258503401
group_2508,0,0.115646258503401
group_2597,0,0.115646258503401
group_2598,0,0.115646258503401
imm_2,0,0.115646258503401
imm_1,0,0.115646258503401
col,0,0.115646258503401
group_2602,0,0.115646258503401
intS_1,0,0.115646258503401
group_2631,0,0.115646258503401
uidB,0,0.115646258503401
group_2633,0,0.115646258503401
tkt,0,0.115646258503401
group_2635,0,0.115646258503401
group_2667,0,0.115646258503401
group_2678,0,0.115646258503401
group_2679,0,0.115646258503401
group_2680,0,0.115646258503401
group_2681,0,0.115646258503401
group_2688,0,0.115646258503401
group_2689,0,0.115646258503401
group_2691,0,0.115646258503401
group_2692,0,0.115646258503401
group_2718,0,0.115646258503401
group_2719,0,0.115646258503401
group_2721,0,0.115646258503401
group_2722,0,0.115646258503401
group_2748,0,0.115646258503401
group_2751,0,0.115646258503401
group_2755,0,0.115646258503401
group_2759,0,0.115646258503401
group_2799,0,0.115646258503401
group_2822,0,0.115646258503401
group_2864,0,0.115646258503401
group_2870,0,0.115646258503401
sorB,0,0.115646258503401
manY_1,0,0.115646258503401
group_2873,0,0.115646258503401
group_2874,0,0.115646258503401
group_2875,0,0.115646258503401
luxO,0,0.115646258503401
group_2877,0,0.115646258503401
group_2878,0,0.115646258503401
group_2908,0,0.115646258503401
yfdH_2,0,0.115646258503401
group_2934,0,0.115646258503401
group_2935,0,0.115646258503401
group_2936,0,0.115646258503401
group_2958,0,0.115646258503401
group_2959,0,0.115646258503401
group_2960,0,0.115646258503401
group_2965,0,0.115646258503401
group_2988,0,0.115646258503401
group_2989,0,0.115646258503401
group_3001,0,0.115646258503401
group_3009,0,0.115646258503401
group_3011,0,0.115646258503401
group_3012,0,0.115646258503401
group_3014,0,0.115646258503401
group_3023,0,0.115646258503401
group_3026,0,0.115646258503401
group_3027,0,0.115646258503401
group_3035,0,0.115646258503401
group_3036,0,0.115646258503401
group_3037,0,0.115646258503401
group_3040,0,0.115646258503401
group_3041,0,0.115646258503401
sopA_4,0,0.115646258503401
sopA_3,0,0.115646258503401
group_3082,0,0.115646258503401
group_3083,0,0.115646258503401
group_3084,0,0.115646258503401
group_3085,0,0.115646258503401
group_3086,0,0.115646258503401
group_3087,0,0.115646258503401
group_3089,0,0.115646258503401
group_3095,0,0.115646258503401
group_3104,0,0.115646258503401
group_3117,0,0.115646258503401
group_3118,0,0.115646258503401
group_3119,0,0.115646258503401
group_3144,0,0.115646258503401
lon_2,0,0.115646258503401
group_3146,0,0.115646258503401
group_3147,0,0.115646258503401
group_3148,0,0.115646258503401
group_3149,0,0.115646258503401
group_3150,0,0.115646258503401
group_3151,0,0.115646258503401
group_3152,0,0.115646258503401
group_3153,0,0.115646258503401
group_3157,0,0.115646258503401
group_3176,0,0.115646258503401
group_3182,0,0.115646258503401
group_3183,0,0.115646258503401
group_3184,0,0.115646258503401
group_3186,0,0.115646258503401
group_3187,0,0.115646258503401
group_3188,0,0.115646258503401
group_3287,0,0.115646258503401
ltrA_2,0,0.115646258503401
group_3289,0,0.115646258503401
group_3290,0,0.115646258503401
group_3291,0,0.115646258503401
cptA_2,0,0.115646258503401
group_3293,0,0.115646258503401
group_3306,0,0.115646258503401
lagD,0,0.115646258503401
cvaA,0,0.115646258503401
group_3320,0,0.115646258503401
group_3321,0,0.115646258503401
group_3322,0,0.115646258503401
group_3324,0,0.115646258503401
xerC_3,0,0.115646258503401
dhfrI,0,0.115646258503401
group_3327,0,0.115646258503401
group_3328,0,0.115646258503401
group_3329,0,0.115646258503401
group_3330,0,0.115646258503401
group_3331,0,0.115646258503401
tnsA,0,0.115646258503401
tnsB,0,0.115646258503401
tnsC,0,0.115646258503401
group_3337,0,0.115646258503401
group_3338,0,0.115646258503401
rfaH_2,0,0.115646258503401
group_3340,0,0.115646258503401
yahA_2,0,0.115646258503401
group_3360,0,0.115646258503401
group_3365,0,0.115646258503401
group_3453,0.0806451612903226,0.0476190476190476
group_4105,0,0.115646258503401
group_4409,0.129032258064516,0.00680272108843537
group_441,0.0483870967741935,0.0748299319727891
group_4410,0.129032258064516,0.00680272108843537
group_4411,0.129032258064516,0.00680272108843537
group_4415,0.129032258064516,0.00680272108843537
group_4422,0.129032258064516,0.00680272108843537
group_4626,0.129032258064516,0.00680272108843537
ycdF,0,0.115646258503401
group_5489,0.137096774193548,0
group_5490,0.137096774193548,0
group_5491,0.137096774193548,0
group_6202,0,0.115646258503401
group_6203,0,0.115646258503401
group_753,0,0.115646258503401
tibA,0,0.115646258503401
group_986,0.120967741935484,0.0136054421768707
group_1721,0,0.108843537414966
group_1959,0.129032258064516,0
group_1988,0,0.108843537414966
group_209,0,0.108843537414966
group_2111,0.129032258064516,0
group_2112,0.129032258064516,0
group_2697,0,0.108843537414966
group_2698,0,0.108843537414966
group_2699,0,0.108843537414966
group_2700,0,0.108843537414966
group_2701,0,0.108843537414966
group_2702,0,0.108843537414966
group_2703,0,0.108843537414966
group_2704,0,0.108843537414966
group_2705,0,0.108843537414966
group_2706,0,0.108843537414966
group_2707,0,0.108843537414966
group_2708,0,0.108843537414966
group_2709,0,0.108843537414966
group_2710,0,0.108843537414966
group_3031,0,0.108843537414966
group_3038,0,0.108843537414966
group_3039,0,0.108843537414966
group_3190,0.00806451612903226,0.102040816326531
group_3191,0.00806451612903226,0.102040816326531
group_3192,0.00806451612903226,0.102040816326531
group_3323,0,0.108843537414966
group_3352,0,0.108843537414966
group_3361,0,0.108843537414966
group_3362,0,0.108843537414966
group_3363,0,0.108843537414966
rpsK,0.0403225806451613,0.0748299319727891
group_393,0,0.108843537414966
group_4101,0,0.108843537414966
group_4102,0,0.108843537414966
group_4103,0,0.108843537414966
group_4393,0.120967741935484,0.00680272108843537
ybiI_1,0.120967741935484,0.00680272108843537
exoX_1,0.120967741935484,0.00680272108843537
group_4416,0.129032258064516,0
group_4417,0.129032258064516,0
group_4423,0.129032258064516,0
group_4613,0,0.108843537414966
group_4616,0,0.108843537414966
group_4623,0,0.108843537414966
group_5488,0.129032258064516,0
group_5496,0.129032258064516,0
group_5497,0.129032258064516,0
ant1_2,0,0.108843537414966
group_9769,0.00806451612903226,0.102040816326531
group_1981,0,0.102040816326531
group_2723,0,0.102040816326531
group_2803,0,0.102040816326531
group_3204,0.0403225806451613,0.0680272108843537
group_3278,0.0161290322580645,0.0884353741496599
group_3294,0,0.102040816326531
rpsT,0,0.102040816326531
group_389,0.00806451612903226,0.0952380952380952
group_4389,0.120967741935484,0
group_4390,0.120967741935484,0
group_4391,0.120967741935484,0
group_4622,0,0.102040816326531
group_4624,0,0.102040816326531
intA_4,0,0.102040816326531
group_966,0.0483870967741935,0.0612244897959184
group_975,0,0.102040816326531
group_9770,0,0.102040816326531
group_1675,0.0161290322580645,0.0816326530612245
ccdB_2,0.0483870967741935,0.054421768707483
group_1910,0.0887096774193548,0.0204081632653061
group_2020,0.0241935483870968,0.0748299319727891
group_2101,0.0967741935483871,0.0136054421768707
group_2160,0.0483870967741935,0.054421768707483
group_231,0,0.0952380952380952
group_2720,0,0.0952380952380952
cia,0.0161290322580645,0.0816326530612245
group_3259,0,0.0952380952380952
group_3333,0.032258064516129,0.0680272108843537
srlE_1,0.112903225806452,0
group_395,0.0483870967741935,0.054421768707483
group_4077,0.104838709677419,0.00680272108843537
intA_3,0,0.0952380952380952
group_4196,0.0887096774193548,0.0204081632653061
group_4396,0.112903225806452,0
group_4397,0.112903225806452,0
group_4398,0.112903225806452,0
group_4399,0.112903225806452,0
group_445,0.0241935483870968,0.0748299319727891
group_4746,0.032258064516129,0.0680272108843537
group_4747,0.032258064516129,0.0680272108843537
group_5019,0.0887096774193548,0.0204081632653061
group_860,0.0241935483870968,0.0748299319727891
group_873,0.0483870967741935,0.054421768707483
group_874,0.0483870967741935,0.054421768707483
group_919,0,0.0952380952380952
group_1674,0.00806451612903226,0.0816326530612245
group_1944,0.0403225806451613,0.054421768707483
group_1945,0.0403225806451613,0.054421768707483
group_1946,0.0403225806451613,0.054421768707483
group_1947,0.0403225806451613,0.054421768707483
group_1948,0.0403225806451613,0.054421768707483
group_1949,0.0403225806451613,0.054421768707483
group_1950,0.0403225806451613,0.054421768707483
group_1951,0.0403225806451613,0.054421768707483
group_2001,0.0806451612903226,0.0204081632653061
clpP1_1,0.0806451612903226,0.0204081632653061
group_2003,0.0806451612903226,0.0204081632653061
group_3195,0,0.0884353741496599
group_3197,0,0.0884353741496599
group_3210,0.00806451612903226,0.0816326530612245
group_3223,0.00806451612903226,0.0816326530612245
group_3260,0,0.0884353741496599
group_3359,0,0.0884353741496599
group_4335,0.0403225806451613,0.054421768707483
group_4336,0.0403225806451613,0.054421768707483
group_4337,0.0403225806451613,0.054421768707483
group_4338,0.0403225806451613,0.054421768707483
group_4339,0.0403225806451613,0.054421768707483
group_4344,0.0403225806451613,0.054421768707483
group_4345,0.0403225806451613,0.054421768707483
group_4356,0.0403225806451613,0.054421768707483
group_4357,0.0403225806451613,0.054421768707483
group_4359,0.0403225806451613,0.054421768707483
group_4360,0.0403225806451613,0.054421768707483
group_4361,0.0403225806451613,0.054421768707483
group_4362,0.0403225806451613,0.054421768707483
group_4363,0.0403225806451613,0.054421768707483
group_4364,0.0403225806451613,0.054421768707483
group_4365,0.0403225806451613,0.054421768707483
group_4366,0.0403225806451613,0.054421768707483
group_4438,0.0725806451612903,0.0272108843537415
group_4449,0.0483870967741935,0.0476190476190476
group_4614,0,0.0884353741496599
group_4615,0,0.0884353741496599
group_4617,0,0.0884353741496599
group_4618,0,0.0884353741496599
group_4619,0,0.0884353741496599
group_4621,0,0.0884353741496599
group_4630,0,0.0884353741496599
group_4632,0,0.0884353741496599
group_4726,0.0806451612903226,0.0204081632653061
group_5340,0.0967741935483871,0.00680272108843537
group_6152,0.0483870967741935,0.0476190476190476
group_6172,0,0.0884353741496599
group_967,0.0725806451612903,0.0272108843537415
group_968,0.0725806451612903,0.0272108843537415
group_990,0.0241935483870968,0.0680272108843537
group_1020,0.0806451612903226,0.0136054421768707
group_1021,0.0806451612903226,0.0136054421768707
relE2,0,0.0816326530612245
group_1786,0.0161290322580645,0.0680272108843537
group_1800,0.0403225806451613,0.0476190476190476
group_1982,0.0403225806451613,0.0476190476190476
group_1983,0.0403225806451613,0.0476190476190476
group_1984,0.0403225806451613,0.0476190476190476
group_1986,0.0403225806451613,0.0476190476190476
group_2100,0.0887096774193548,0.00680272108843537
group_211,0.0725806451612903,0.0204081632653061
group_2123,0.0806451612903226,0.0136054421768707
